,player,nation,pos,club,league,age,full_90,drib_goal,foul_goal,y_card,r_card,fouls_d,offside,crosses,intercept,air_won,pass_comp,touch_3rd,succ_drib,sot/90,assists,np_goals
17314,Chris Richards,us USA,DF,Hoffenheim,de Bundesliga,21.0,14.5,0.0,0.0,1,0,2,0,0,22,56.0,3.0,45.0,4.0,0.07,1,1
17315,Chris Richards,us USA,DF,Hoffenheim,de Bundesliga,21.0,14.5,0.0,0.0,1,0,2,0,0,22,56.0,3.0,45.0,4.0,0.07,0,0
17316,Chris Richards,us USA,DF,Hoffenheim,de Bundesliga,21.0,14.5,0.0,0.0,1,0,2,0,0,22,56.0,3.0,45.0,4.0,0.0,1,1
17317,Chris Richards,us USA,DF,Hoffenheim,de Bundesliga,21.0,14.5,0.0,0.0,1,0,2,0,0,22,56.0,3.0,45.0,4.0,0.0,0,0
17318,Chris Richards,us USA,DF,Hoffenheim,de Bundesliga,21.0,14.5,0.0,0.0,1,0,2,0,0,22,56.0,3.0,0.0,0.0,0.07,1,1
17319,Chris Richards,us USA,DF,Hoffenheim,de Bundesliga,21.0,14.5,0.0,0.0,1,0,2,0,0,22,56.0,3.0,0.0,0.0,0.07,0,0
17320,Chris Richards,us USA,DF,Hoffenheim,de Bundesliga,21.0,14.5,0.0,0.0,1,0,2,0,0,22,56.0,3.0,0.0,0.0,0.0,1,1
17321,Chris Richards,us USA,DF,Hoffenheim,de Bundesliga,21.0,14.5,0.0,0.0,1,0,2,0,0,22,56.0,3.0,0.0,0.0,0.0,0,0
17322,Chris Richards,us USA,DF,Hoffenheim,de Bundesliga,21.0,14.5,0.0,0.0,0,0,0,0,0,0,0.0,829.0,45.0,4.0,0.07,1,1
17323,Chris Richards,us USA,DF,Hoffenheim,de Bundesliga,21.0,14.5,0.0,0.0,0,0,0,0,0,0,0.0,829.0,45.0,4.0,0.07,0,0
17324,Chris Richards,us USA,DF,Hoffenheim,de Bundesliga,21.0,14.5,0.0,0.0,0,0,0,0,0,0,0.0,829.0,45.0,4.0,0.0,1,1
17325,Chris Richards,us USA,DF,Hoffenheim,de Bundesliga,21.0,14.5,0.0,0.0,0,0,0,0,0,0,0.0,829.0,45.0,4.0,0.0,0,0
17326,Chris Richards,us USA,DF,Hoffenheim,de Bundesliga,21.0,14.5,0.0,0.0,0,0,0,0,0,0,0.0,829.0,0.0,0.0,0.07,1,1
17327,Chris Richards,us USA,DF,Hoffenheim,de Bundesliga,21.0,14.5,0.0,0.0,0,0,0,0,0,0,0.0,829.0,0.0,0.0,0.07,0,0
17328,Chris Richards,us USA,DF,Hoffenheim,de Bundesliga,21.0,14.5,0.0,0.0,0,0,0,0,0,0,0.0,829.0,0.0,0.0,0.0,1,1
17329,Chris Richards,us USA,DF,Hoffenheim,de Bundesliga,21.0,14.5,0.0,0.0,0,0,0,0,0,0,0.0,829.0,0.0,0.0,0.0,0,0
17330,Chris Richards,us USA,DF,Hoffenheim,de Bundesliga,21.0,14.5,0.0,0.0,0,0,0,0,0,0,0.0,829.0,45.0,4.0,0.07,1,1
17331,Chris Richards,us USA,DF,Hoffenheim,de Bundesliga,21.0,14.5,0.0,0.0,0,0,0,0,0,0,0.0,829.0,45.0,4.0,0.07,0,0
17332,Chris Richards,us USA,DF,Hoffenheim,de Bundesliga,21.0,14.5,0.0,0.0,0,0,0,0,0,0,0.0,829.0,45.0,4.0,0.0,1,1
17333,Chris Richards,us USA,DF,Hoffenheim,de Bundesliga,21.0,14.5,0.0,0.0,0,0,0,0,0,0,0.0,829.0,45.0,4.0,0.0,0,0
17334,Chris Richards,us USA,DF,Hoffenheim,de Bundesliga,21.0,14.5,0.0,0.0,0,0,0,0,0,0,0.0,829.0,0.0,0.0,0.07,1,1
17335,Chris Richards,us USA,DF,Hoffenheim,de Bundesliga,21.0,14.5,0.0,0.0,0,0,0,0,0,0,0.0,829.0,0.0,0.0,0.07,0,0
17336,Chris Richards,us USA,DF,Hoffenheim,de Bundesliga,21.0,14.5,0.0,0.0,0,0,0,0,0,0,0.0,829.0,0.0,0.0,0.0,1,1
17337,Chris Richards,us USA,DF,Hoffenheim,de Bundesliga,21.0,14.5,0.0,0.0,0,0,0,0,0,0,0.0,829.0,0.0,0.0,0.0,0,0
17338,Chris Richards,us USA,DF,Hoffenheim,de Bundesliga,21.0,14.5,0.0,0.0,0,0,0,0,0,0,0.0,3.0,45.0,4.0,0.07,1,1
17339,Chris Richards,us USA,DF,Hoffenheim,de Bundesliga,21.0,14.5,0.0,0.0,0,0,0,0,0,0,0.0,3.0,45.0,4.0,0.07,0,0
17340,Chris Richards,us USA,DF,Hoffenheim,de Bundesliga,21.0,14.5,0.0,0.0,0,0,0,0,0,0,0.0,3.0,45.0,4.0,0.0,1,1
17341,Chris Richards,us USA,DF,Hoffenheim,de Bundesliga,21.0,14.5,0.0,0.0,0,0,0,0,0,0,0.0,3.0,45.0,4.0,0.0,0,0
17342,Chris Richards,us USA,DF,Hoffenheim,de Bundesliga,21.0,14.5,0.0,0.0,0,0,0,0,0,0,0.0,3.0,0.0,0.0,0.07,1,1
17343,Chris Richards,us USA,DF,Hoffenheim,de Bundesliga,21.0,14.5,0.0,0.0,0,0,0,0,0,0,0.0,3.0,0.0,0.0,0.07,0,0
17344,Chris Richards,us USA,DF,Hoffenheim,de Bundesliga,21.0,14.5,0.0,0.0,0,0,0,0,0,0,0.0,3.0,0.0,0.0,0.0,1,1
17345,Chris Richards,us USA,DF,Hoffenheim,de Bundesliga,21.0,14.5,0.0,0.0,0,0,0,0,0,0,0.0,3.0,0.0,0.0,0.0,0,0
17346,Chris Richards,us USA,DF,Hoffenheim,de Bundesliga,21.0,14.5,0.0,0.0,0,0,0,0,0,0,0.0,3.0,45.0,4.0,0.07,1,1
17347,Chris Richards,us USA,DF,Hoffenheim,de Bundesliga,21.0,14.5,0.0,0.0,0,0,0,0,0,0,0.0,3.0,45.0,4.0,0.07,0,0
17348,Chris Richards,us USA,DF,Hoffenheim,de Bundesliga,21.0,14.5,0.0,0.0,0,0,0,0,0,0,0.0,3.0,45.0,4.0,0.0,1,1
17349,Chris Richards,us USA,DF,Hoffenheim,de Bundesliga,21.0,14.5,0.0,0.0,0,0,0,0,0,0,0.0,3.0,45.0,4.0,0.0,0,0
17350,Chris Richards,us USA,DF,Hoffenheim,de Bundesliga,21.0,14.5,0.0,0.0,0,0,0,0,0,0,0.0,3.0,0.0,0.0,0.07,1,1
17351,Chris Richards,us USA,DF,Hoffenheim,de Bundesliga,21.0,14.5,0.0,0.0,0,0,0,0,0,0,0.0,3.0,0.0,0.0,0.07,0,0
17352,Chris Richards,us USA,DF,Hoffenheim,de Bundesliga,21.0,14.5,0.0,0.0,0,0,0,0,0,0,0.0,3.0,0.0,0.0,0.0,1,1
17353,Chris Richards,us USA,DF,Hoffenheim,de Bundesliga,21.0,14.5,0.0,0.0,0,0,0,0,0,0,0.0,3.0,0.0,0.0,0.0,0,0
17354,Chris Richards,us USA,DF,Bayern Munich,de Bundesliga,21.0,0.0,0.0,0.0,1,0,2,0,0,22,56.0,829.0,45.0,4.0,0.07,1,1
17355,Chris Richards,us USA,DF,Bayern Munich,de Bundesliga,21.0,0.0,0.0,0.0,1,0,2,0,0,22,56.0,829.0,45.0,4.0,0.07,0,0
17356,Chris Richards,us USA,DF,Bayern Munich,de Bundesliga,21.0,0.0,0.0,0.0,1,0,2,0,0,22,56.0,829.0,45.0,4.0,0.0,1,1
17357,Chris Richards,us USA,DF,Bayern Munich,de Bundesliga,21.0,0.0,0.0,0.0,1,0,2,0,0,22,56.0,829.0,45.0,4.0,0.0,0,0
17358,Chris Richards,us USA,DF,Bayern Munich,de Bundesliga,21.0,0.0,0.0,0.0,1,0,2,0,0,22,56.0,829.0,0.0,0.0,0.07,1,1
17359,Chris Richards,us USA,DF,Bayern Munich,de Bundesliga,21.0,0.0,0.0,0.0,1,0,2,0,0,22,56.0,829.0,0.0,0.0,0.07,0,0
17360,Chris Richards,us USA,DF,Bayern Munich,de Bundesliga,21.0,0.0,0.0,0.0,1,0,2,0,0,22,56.0,829.0,0.0,0.0,0.0,1,1
17361,Chris Richards,us USA,DF,Bayern Munich,de Bundesliga,21.0,0.0,0.0,0.0,1,0,2,0,0,22,56.0,829.0,0.0,0.0,0.0,0,0
17362,Chris Richards,us USA,DF,Bayern Munich,de Bundesliga,21.0,0.0,0.0,0.0,1,0,2,0,0,22,56.0,829.0,45.0,4.0,0.07,1,1
17363,Chris Richards,us USA,DF,Bayern Munich,de Bundesliga,21.0,0.0,0.0,0.0,1,0,2,0,0,22,56.0,829.0,45.0,4.0,0.07,0,0
17364,Chris Richards,us USA,DF,Bayern Munich,de Bundesliga,21.0,0.0,0.0,0.0,1,0,2,0,0,22,56.0,829.0,45.0,4.0,0.0,1,1
17365,Chris Richards,us USA,DF,Bayern Munich,de Bundesliga,21.0,0.0,0.0,0.0,1,0,2,0,0,22,56.0,829.0,45.0,4.0,0.0,0,0
17366,Chris Richards,us USA,DF,Bayern Munich,de Bundesliga,21.0,0.0,0.0,0.0,1,0,2,0,0,22,56.0,829.0,0.0,0.0,0.07,1,1
17367,Chris Richards,us USA,DF,Bayern Munich,de Bundesliga,21.0,0.0,0.0,0.0,1,0,2,0,0,22,56.0,829.0,0.0,0.0,0.07,0,0
17368,Chris Richards,us USA,DF,Bayern Munich,de Bundesliga,21.0,0.0,0.0,0.0,1,0,2,0,0,22,56.0,829.0,0.0,0.0,0.0,1,1
17369,Chris Richards,us USA,DF,Bayern Munich,de Bundesliga,21.0,0.0,0.0,0.0,1,0,2,0,0,22,56.0,829.0,0.0,0.0,0.0,0,0
17370,Chris Richards,us USA,DF,Bayern Munich,de Bundesliga,21.0,0.0,0.0,0.0,1,0,2,0,0,22,56.0,3.0,45.0,4.0,0.07,1,1
17371,Chris Richards,us USA,DF,Bayern Munich,de Bundesliga,21.0,0.0,0.0,0.0,1,0,2,0,0,22,56.0,3.0,45.0,4.0,0.07,0,0
17372,Chris Richards,us USA,DF,Bayern Munich,de Bundesliga,21.0,0.0,0.0,0.0,1,0,2,0,0,22,56.0,3.0,45.0,4.0,0.0,1,1
17373,Chris Richards,us USA,DF,Bayern Munich,de Bundesliga,21.0,0.0,0.0,0.0,1,0,2,0,0,22,56.0,3.0,45.0,4.0,0.0,0,0
17374,Chris Richards,us USA,DF,Bayern Munich,de Bundesliga,21.0,0.0,0.0,0.0,1,0,2,0,0,22,56.0,3.0,0.0,0.0,0.07,1,1
17375,Chris Richards,us USA,DF,Bayern Munich,de Bundesliga,21.0,0.0,0.0,0.0,1,0,2,0,0,22,56.0,3.0,0.0,0.0,0.07,0,0
17376,Chris Richards,us USA,DF,Bayern Munich,de Bundesliga,21.0,0.0,0.0,0.0,1,0,2,0,0,22,56.0,3.0,0.0,0.0,0.0,1,1
17377,Chris Richards,us USA,DF,Bayern Munich,de Bundesliga,21.0,0.0,0.0,0.0,1,0,2,0,0,22,56.0,3.0,0.0,0.0,0.0,0,0
17378,Chris Richards,us USA,DF,Bayern Munich,de Bundesliga,21.0,0.0,0.0,0.0,1,0,2,0,0,22,56.0,3.0,45.0,4.0,0.07,1,1
17379,Chris Richards,us USA,DF,Bayern Munich,de Bundesliga,21.0,0.0,0.0,0.0,1,0,2,0,0,22,56.0,3.0,45.0,4.0,0.07,0,0
17380,Chris Richards,us USA,DF,Bayern Munich,de Bundesliga,21.0,0.0,0.0,0.0,1,0,2,0,0,22,56.0,3.0,45.0,4.0,0.0,1,1
17381,Chris Richards,us USA,DF,Bayern Munich,de Bundesliga,21.0,0.0,0.0,0.0,1,0,2,0,0,22,56.0,3.0,45.0,4.0,0.0,0,0
17382,Chris Richards,us USA,DF,Bayern Munich,de Bundesliga,21.0,0.0,0.0,0.0,1,0,2,0,0,22,56.0,3.0,0.0,0.0,0.07,1,1
17383,Chris Richards,us USA,DF,Bayern Munich,de Bundesliga,21.0,0.0,0.0,0.0,1,0,2,0,0,22,56.0,3.0,0.0,0.0,0.07,0,0
17384,Chris Richards,us USA,DF,Bayern Munich,de Bundesliga,21.0,0.0,0.0,0.0,1,0,2,0,0,22,56.0,3.0,0.0,0.0,0.0,1,1
17385,Chris Richards,us USA,DF,Bayern Munich,de Bundesliga,21.0,0.0,0.0,0.0,1,0,2,0,0,22,56.0,3.0,0.0,0.0,0.0,0,0
17386,Chris Richards,us USA,DF,Bayern Munich,de Bundesliga,21.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,829.0,45.0,4.0,0.07,1,1
17387,Chris Richards,us USA,DF,Bayern Munich,de Bundesliga,21.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,829.0,45.0,4.0,0.07,0,0
17388,Chris Richards,us USA,DF,Bayern Munich,de Bundesliga,21.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,829.0,45.0,4.0,0.0,1,1
17389,Chris Richards,us USA,DF,Bayern Munich,de Bundesliga,21.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,829.0,45.0,4.0,0.0,0,0
17390,Chris Richards,us USA,DF,Bayern Munich,de Bundesliga,21.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,829.0,0.0,0.0,0.07,1,1
17391,Chris Richards,us USA,DF,Bayern Munich,de Bundesliga,21.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,829.0,0.0,0.0,0.07,0,0
17392,Chris Richards,us USA,DF,Bayern Munich,de Bundesliga,21.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,829.0,0.0,0.0,0.0,1,1
17393,Chris Richards,us USA,DF,Bayern Munich,de Bundesliga,21.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,829.0,0.0,0.0,0.0,0,0
17394,Chris Richards,us USA,DF,Bayern Munich,de Bundesliga,21.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,829.0,45.0,4.0,0.07,1,1
17395,Chris Richards,us USA,DF,Bayern Munich,de Bundesliga,21.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,829.0,45.0,4.0,0.07,0,0
17396,Chris Richards,us USA,DF,Bayern Munich,de Bundesliga,21.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,829.0,45.0,4.0,0.0,1,1
17397,Chris Richards,us USA,DF,Bayern Munich,de Bundesliga,21.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,829.0,45.0,4.0,0.0,0,0
17398,Chris Richards,us USA,DF,Bayern Munich,de Bundesliga,21.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,829.0,0.0,0.0,0.07,1,1
17399,Chris Richards,us USA,DF,Bayern Munich,de Bundesliga,21.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,829.0,0.0,0.0,0.07,0,0
17400,Chris Richards,us USA,DF,Bayern Munich,de Bundesliga,21.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,829.0,0.0,0.0,0.0,1,1
17401,Chris Richards,us USA,DF,Bayern Munich,de Bundesliga,21.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,829.0,0.0,0.0,0.0,0,0
17402,Chris Richards,us USA,DF,Bayern Munich,de Bundesliga,21.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,3.0,45.0,4.0,0.07,1,1
17403,Chris Richards,us USA,DF,Bayern Munich,de Bundesliga,21.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,3.0,45.0,4.0,0.07,0,0
17404,Chris Richards,us USA,DF,Bayern Munich,de Bundesliga,21.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,3.0,45.0,4.0,0.0,1,1
17405,Chris Richards,us USA,DF,Bayern Munich,de Bundesliga,21.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,3.0,45.0,4.0,0.0,0,0
17406,Chris Richards,us USA,DF,Bayern Munich,de Bundesliga,21.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,3.0,0.0,0.0,0.07,1,1
17407,Chris Richards,us USA,DF,Bayern Munich,de Bundesliga,21.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,3.0,0.0,0.0,0.07,0,0
17408,Chris Richards,us USA,DF,Bayern Munich,de Bundesliga,21.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,3.0,0.0,0.0,0.0,1,1
17409,Chris Richards,us USA,DF,Bayern Munich,de Bundesliga,21.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,3.0,0.0,0.0,0.0,0,0
17410,Chris Richards,us USA,DF,Bayern Munich,de Bundesliga,21.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,3.0,45.0,4.0,0.07,1,1
17411,Chris Richards,us USA,DF,Bayern Munich,de Bundesliga,21.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,3.0,45.0,4.0,0.07,0,0
17412,Chris Richards,us USA,DF,Bayern Munich,de Bundesliga,21.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,3.0,45.0,4.0,0.0,1,1
17413,Chris Richards,us USA,DF,Bayern Munich,de Bundesliga,21.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,3.0,45.0,4.0,0.0,0,0
17414,Chris Richards,us USA,DF,Bayern Munich,de Bundesliga,21.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,3.0,0.0,0.0,0.07,1,1
17415,Chris Richards,us USA,DF,Bayern Munich,de Bundesliga,21.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,3.0,0.0,0.0,0.07,0,0
17416,Chris Richards,us USA,DF,Bayern Munich,de Bundesliga,21.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,3.0,0.0,0.0,0.0,1,1
17417,Chris Richards,us USA,DF,Bayern Munich,de Bundesliga,21.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,3.0,0.0,0.0,0.0,0,0
17418,Omar Richards,eng ENG,DF,Bayern Munich,de Bundesliga,23.0,4.9,0.0,0.0,1,0,22,0,8,4,2.0,312.0,131.0,11.0,0.0,0,0
17419,Taylor Richards,eng ENG,MF,Brighton,eng Premier League,20.0,0.3,0.0,0.0,0,0,1,0,0,0,1.0,21.0,14.0,0.0,0.0,0,0
17420,Richarlison,br BRA,FWMF,Everton,eng Premier League,24.0,28.0,0.0,1.0,9,0,68,21,38,12,66.0,339.0,528.0,40.0,0.71,5,7
17421,Marco Richter,de GER,MFFW,Hertha BSC,de Bundesliga,23.0,18.9,0.0,1.0,6,0,45,5,57,16,9.0,345.0,338.0,16.0,0.9,1,5
17422,Diego Rico,es ESP,DF,Real Sociedad,es La Liga,28.0,18.3,0.0,0.0,4,0,17,4,57,30,26.0,849.0,356.0,12.0,0.05,0,0
17423,Sergio Rico,es ESP,GK,Mallorca,es La Liga,27.0,14.0,0.0,0.0,0,0,0,0,0,0,2.0,245.0,0.0,0.0,0.0,0,0
17424,Sergio Rico,es ESP,GK,Mallorca,es La Liga,27.0,14.0,0.0,0.0,0,0,0,0,0,0,2.0,245.0,0.0,0.0,0.0,0,0
17425,Sergio Rico,es ESP,GK,Mallorca,es La Liga,27.0,14.0,0.0,0.0,0,0,0,0,0,0,2.0,245.0,0.0,0.0,0.0,0,0
17426,Sergio Rico,es ESP,GK,Mallorca,es La Liga,27.0,14.0,0.0,0.0,0,0,0,0,0,0,2.0,245.0,0.0,0.0,0.0,0,0
17427,Sergio Rico,es ESP,GK,Mallorca,es La Liga,27.0,14.0,0.0,0.0,0,0,0,0,0,0,2.0,245.0,0.0,0.0,0.0,0,0
17428,Sergio Rico,es ESP,GK,Mallorca,es La Liga,27.0,14.0,0.0,0.0,0,0,0,0,0,0,2.0,245.0,0.0,0.0,0.0,0,0
17429,Sergio Rico,es ESP,GK,Mallorca,es La Liga,27.0,14.0,0.0,0.0,0,0,0,0,0,0,2.0,245.0,0.0,0.0,0.0,0,0
17430,Sergio Rico,es ESP,GK,Mallorca,es La Liga,27.0,14.0,0.0,0.0,0,0,0,0,0,0,2.0,245.0,0.0,0.0,0.0,0,0
17431,Sergio Rico,es ESP,GK,Mallorca,es La Liga,27.0,14.0,0.0,0.0,0,0,0,0,0,0,2.0,245.0,0.0,0.0,0.0,0,0
17432,Sergio Rico,es ESP,GK,Mallorca,es La Liga,27.0,14.0,0.0,0.0,0,0,0,0,0,0,2.0,245.0,0.0,0.0,0.0,0,0
17433,Sergio Rico,es ESP,GK,Mallorca,es La Liga,27.0,14.0,0.0,0.0,0,0,0,0,0,0,2.0,245.0,0.0,0.0,0.0,0,0
17434,Sergio Rico,es ESP,GK,Mallorca,es La Liga,27.0,14.0,0.0,0.0,0,0,0,0,0,0,2.0,245.0,0.0,0.0,0.0,0,0
17435,Sergio Rico,es ESP,GK,Mallorca,es La Liga,27.0,14.0,0.0,0.0,0,0,0,0,0,0,2.0,245.0,0.0,0.0,0.0,0,0
17436,Sergio Rico,es ESP,GK,Mallorca,es La Liga,27.0,14.0,0.0,0.0,0,0,0,0,0,0,2.0,245.0,0.0,0.0,0.0,0,0
17437,Sergio Rico,es ESP,GK,Mallorca,es La Liga,27.0,14.0,0.0,0.0,0,0,0,0,0,0,2.0,245.0,0.0,0.0,0.0,0,0
17438,Sergio Rico,es ESP,GK,Mallorca,es La Liga,27.0,14.0,0.0,0.0,0,0,0,0,0,0,2.0,245.0,0.0,0.0,0.0,0,0
17439,Sergio Rico,es ESP,GK,Mallorca,es La Liga,27.0,14.0,0.0,0.0,0,0,0,0,0,0,2.0,5.0,0.0,0.0,0.0,0,0
17440,Sergio Rico,es ESP,GK,Mallorca,es La Liga,27.0,14.0,0.0,0.0,0,0,0,0,0,0,2.0,5.0,0.0,0.0,0.0,0,0
17441,Sergio Rico,es ESP,GK,Mallorca,es La Liga,27.0,14.0,0.0,0.0,0,0,0,0,0,0,2.0,5.0,0.0,0.0,0.0,0,0
17442,Sergio Rico,es ESP,GK,Mallorca,es La Liga,27.0,14.0,0.0,0.0,0,0,0,0,0,0,2.0,5.0,0.0,0.0,0.0,0,0
17443,Sergio Rico,es ESP,GK,Mallorca,es La Liga,27.0,14.0,0.0,0.0,0,0,0,0,0,0,2.0,5.0,0.0,0.0,0.0,0,0
17444,Sergio Rico,es ESP,GK,Mallorca,es La Liga,27.0,14.0,0.0,0.0,0,0,0,0,0,0,2.0,5.0,0.0,0.0,0.0,0,0
17445,Sergio Rico,es ESP,GK,Mallorca,es La Liga,27.0,14.0,0.0,0.0,0,0,0,0,0,0,2.0,5.0,0.0,0.0,0.0,0,0
17446,Sergio Rico,es ESP,GK,Mallorca,es La Liga,27.0,14.0,0.0,0.0,0,0,0,0,0,0,2.0,5.0,0.0,0.0,0.0,0,0
17447,Sergio Rico,es ESP,GK,Mallorca,es La Liga,27.0,14.0,0.0,0.0,0,0,0,0,0,0,2.0,5.0,0.0,0.0,0.0,0,0
17448,Sergio Rico,es ESP,GK,Mallorca,es La Liga,27.0,14.0,0.0,0.0,0,0,0,0,0,0,2.0,5.0,0.0,0.0,0.0,0,0
17449,Sergio Rico,es ESP,GK,Mallorca,es La Liga,27.0,14.0,0.0,0.0,0,0,0,0,0,0,2.0,5.0,0.0,0.0,0.0,0,0
17450,Sergio Rico,es ESP,GK,Mallorca,es La Liga,27.0,14.0,0.0,0.0,0,0,0,0,0,0,2.0,5.0,0.0,0.0,0.0,0,0
17451,Sergio Rico,es ESP,GK,Mallorca,es La Liga,27.0,14.0,0.0,0.0,0,0,0,0,0,0,2.0,5.0,0.0,0.0,0.0,0,0
17452,Sergio Rico,es ESP,GK,Mallorca,es La Liga,27.0,14.0,0.0,0.0,0,0,0,0,0,0,2.0,5.0,0.0,0.0,0.0,0,0
17453,Sergio Rico,es ESP,GK,Mallorca,es La Liga,27.0,14.0,0.0,0.0,0,0,0,0,0,0,2.0,5.0,0.0,0.0,0.0,0,0
17454,Sergio Rico,es ESP,GK,Mallorca,es La Liga,27.0,14.0,0.0,0.0,0,0,0,0,0,0,2.0,5.0,0.0,0.0,0.0,0,0
17455,Sergio Rico,es ESP,GK,Mallorca,es La Liga,27.0,14.0,0.0,0.0,0,0,0,0,0,0,0.0,245.0,0.0,0.0,0.0,0,0
17456,Sergio Rico,es ESP,GK,Mallorca,es La Liga,27.0,14.0,0.0,0.0,0,0,0,0,0,0,0.0,245.0,0.0,0.0,0.0,0,0
17457,Sergio Rico,es ESP,GK,Mallorca,es La Liga,27.0,14.0,0.0,0.0,0,0,0,0,0,0,0.0,245.0,0.0,0.0,0.0,0,0
17458,Sergio Rico,es ESP,GK,Mallorca,es La Liga,27.0,14.0,0.0,0.0,0,0,0,0,0,0,0.0,245.0,0.0,0.0,0.0,0,0
17459,Sergio Rico,es ESP,GK,Mallorca,es La Liga,27.0,14.0,0.0,0.0,0,0,0,0,0,0,0.0,245.0,0.0,0.0,0.0,0,0
17460,Sergio Rico,es ESP,GK,Mallorca,es La Liga,27.0,14.0,0.0,0.0,0,0,0,0,0,0,0.0,245.0,0.0,0.0,0.0,0,0
17461,Sergio Rico,es ESP,GK,Mallorca,es La Liga,27.0,14.0,0.0,0.0,0,0,0,0,0,0,0.0,245.0,0.0,0.0,0.0,0,0
17462,Sergio Rico,es ESP,GK,Mallorca,es La Liga,27.0,14.0,0.0,0.0,0,0,0,0,0,0,0.0,245.0,0.0,0.0,0.0,0,0
17463,Sergio Rico,es ESP,GK,Mallorca,es La Liga,27.0,14.0,0.0,0.0,0,0,0,0,0,0,0.0,245.0,0.0,0.0,0.0,0,0
17464,Sergio Rico,es ESP,GK,Mallorca,es La Liga,27.0,14.0,0.0,0.0,0,0,0,0,0,0,0.0,245.0,0.0,0.0,0.0,0,0
17465,Sergio Rico,es ESP,GK,Mallorca,es La Liga,27.0,14.0,0.0,0.0,0,0,0,0,0,0,0.0,245.0,0.0,0.0,0.0,0,0
17466,Sergio Rico,es ESP,GK,Mallorca,es La Liga,27.0,14.0,0.0,0.0,0,0,0,0,0,0,0.0,245.0,0.0,0.0,0.0,0,0
17467,Sergio Rico,es ESP,GK,Mallorca,es La Liga,27.0,14.0,0.0,0.0,0,0,0,0,0,0,0.0,245.0,0.0,0.0,0.0,0,0
17468,Sergio Rico,es ESP,GK,Mallorca,es La Liga,27.0,14.0,0.0,0.0,0,0,0,0,0,0,0.0,245.0,0.0,0.0,0.0,0,0
17469,Sergio Rico,es ESP,GK,Mallorca,es La Liga,27.0,14.0,0.0,0.0,0,0,0,0,0,0,0.0,245.0,0.0,0.0,0.0,0,0
17470,Sergio Rico,es ESP,GK,Mallorca,es La Liga,27.0,14.0,0.0,0.0,0,0,0,0,0,0,0.0,245.0,0.0,0.0,0.0,0,0
17471,Sergio Rico,es ESP,GK,Mallorca,es La Liga,27.0,14.0,0.0,0.0,0,0,0,0,0,0,0.0,5.0,0.0,0.0,0.0,0,0
17472,Sergio Rico,es ESP,GK,Mallorca,es La Liga,27.0,14.0,0.0,0.0,0,0,0,0,0,0,0.0,5.0,0.0,0.0,0.0,0,0
17473,Sergio Rico,es ESP,GK,Mallorca,es La Liga,27.0,14.0,0.0,0.0,0,0,0,0,0,0,0.0,5.0,0.0,0.0,0.0,0,0
17474,Sergio Rico,es ESP,GK,Mallorca,es La Liga,27.0,14.0,0.0,0.0,0,0,0,0,0,0,0.0,5.0,0.0,0.0,0.0,0,0
17475,Sergio Rico,es ESP,GK,Mallorca,es La Liga,27.0,14.0,0.0,0.0,0,0,0,0,0,0,0.0,5.0,0.0,0.0,0.0,0,0
17476,Sergio Rico,es ESP,GK,Mallorca,es La Liga,27.0,14.0,0.0,0.0,0,0,0,0,0,0,0.0,5.0,0.0,0.0,0.0,0,0
17477,Sergio Rico,es ESP,GK,Mallorca,es La Liga,27.0,14.0,0.0,0.0,0,0,0,0,0,0,0.0,5.0,0.0,0.0,0.0,0,0
