,player,nation,pos,club,league,age,full_90,drib_goal,foul_goal,y_card,r_card,fouls_d,offside,crosses,intercept,air_won,pass_comp,touch_3rd,succ_drib,sot/90,assists,np_goals
165,Dele Alli,eng ENG,MFFW,Everton,eng Premier League,25.0,3.8,0.0,0.0,3,0,7,2,1,6,9.0,177.0,81.0,12.0,0.27,0,0
166,Dele Alli,eng ENG,MFFW,Everton,eng Premier League,25.0,3.8,0.0,0.0,3,0,7,2,1,6,9.0,177.0,81.0,12.0,0.0,0,0
167,Dele Alli,eng ENG,MFFW,Everton,eng Premier League,25.0,3.8,0.0,0.0,3,0,7,2,1,6,9.0,177.0,81.0,12.0,0.0,0,0
168,Dele Alli,eng ENG,MFFW,Everton,eng Premier League,25.0,3.8,0.0,0.0,3,0,7,2,1,6,9.0,177.0,69.0,5.0,0.27,0,0
169,Dele Alli,eng ENG,MFFW,Everton,eng Premier League,25.0,3.8,0.0,0.0,3,0,7,2,1,6,9.0,177.0,69.0,5.0,0.27,0,0
170,Dele Alli,eng ENG,MFFW,Everton,eng Premier League,25.0,3.8,0.0,0.0,3,0,7,2,1,6,9.0,177.0,69.0,5.0,0.0,0,0
171,Dele Alli,eng ENG,MFFW,Everton,eng Premier League,25.0,3.8,0.0,0.0,3,0,7,2,1,6,9.0,177.0,69.0,5.0,0.0,0,0
172,Dele Alli,eng ENG,MFFW,Everton,eng Premier League,25.0,3.8,0.0,0.0,3,0,7,2,1,6,9.0,177.0,81.0,12.0,0.27,0,0
173,Dele Alli,eng ENG,MFFW,Everton,eng Premier League,25.0,3.8,0.0,0.0,3,0,7,2,1,6,9.0,177.0,81.0,12.0,0.27,0,0
174,Dele Alli,eng ENG,MFFW,Everton,eng Premier League,25.0,3.8,0.0,0.0,3,0,7,2,1,6,9.0,177.0,81.0,12.0,0.0,0,0
175,Dele Alli,eng ENG,MFFW,Everton,eng Premier League,25.0,3.8,0.0,0.0,3,0,7,2,1,6,9.0,177.0,81.0,12.0,0.0,0,0
176,Dele Alli,eng ENG,MFFW,Everton,eng Premier League,25.0,3.8,0.0,0.0,3,0,7,2,1,6,9.0,177.0,69.0,5.0,0.27,0,0
177,Dele Alli,eng ENG,MFFW,Everton,eng Premier League,25.0,3.8,0.0,0.0,3,0,7,2,1,6,9.0,177.0,69.0,5.0,0.27,0,0
178,Dele Alli,eng ENG,MFFW,Everton,eng Premier League,25.0,3.8,0.0,0.0,3,0,7,2,1,6,9.0,177.0,69.0,5.0,0.0,0,0
179,Dele Alli,eng ENG,MFFW,Everton,eng Premier League,25.0,3.8,0.0,0.0,3,0,7,2,1,6,9.0,177.0,69.0,5.0,0.0,0,0
180,Dele Alli,eng ENG,MFFW,Everton,eng Premier League,25.0,3.8,0.0,0.0,3,0,7,2,1,6,9.0,114.0,81.0,12.0,0.27,0,0
181,Dele Alli,eng ENG,MFFW,Everton,eng Premier League,25.0,3.8,0.0,0.0,3,0,7,2,1,6,9.0,114.0,81.0,12.0,0.27,0,0
182,Dele Alli,eng ENG,MFFW,Everton,eng Premier League,25.0,3.8,0.0,0.0,3,0,7,2,1,6,9.0,114.0,81.0,12.0,0.0,0,0
183,Dele Alli,eng ENG,MFFW,Everton,eng Premier League,25.0,3.8,0.0,0.0,3,0,7,2,1,6,9.0,114.0,81.0,12.0,0.0,0,0
184,Dele Alli,eng ENG,MFFW,Everton,eng Premier League,25.0,3.8,0.0,0.0,3,0,7,2,1,6,9.0,114.0,69.0,5.0,0.27,0,0
185,Dele Alli,eng ENG,MFFW,Everton,eng Premier League,25.0,3.8,0.0,0.0,3,0,7,2,1,6,9.0,114.0,69.0,5.0,0.27,0,0
186,Dele Alli,eng ENG,MFFW,Everton,eng Premier League,25.0,3.8,0.0,0.0,3,0,7,2,1,6,9.0,114.0,69.0,5.0,0.0,0,0
187,Dele Alli,eng ENG,MFFW,Everton,eng Premier League,25.0,3.8,0.0,0.0,3,0,7,2,1,6,9.0,114.0,69.0,5.0,0.0,0,0
188,Dele Alli,eng ENG,MFFW,Everton,eng Premier League,25.0,3.8,0.0,0.0,3,0,7,2,1,6,9.0,114.0,81.0,12.0,0.27,0,0
189,Dele Alli,eng ENG,MFFW,Everton,eng Premier League,25.0,3.8,0.0,0.0,3,0,7,2,1,6,9.0,114.0,81.0,12.0,0.27,0,0
190,Dele Alli,eng ENG,MFFW,Everton,eng Premier League,25.0,3.8,0.0,0.0,3,0,7,2,1,6,9.0,114.0,81.0,12.0,0.0,0,0
191,Dele Alli,eng ENG,MFFW,Everton,eng Premier League,25.0,3.8,0.0,0.0,3,0,7,2,1,6,9.0,114.0,81.0,12.0,0.0,0,0
192,Dele Alli,eng ENG,MFFW,Everton,eng Premier League,25.0,3.8,0.0,0.0,3,0,7,2,1,6,9.0,114.0,69.0,5.0,0.27,0,0
193,Dele Alli,eng ENG,MFFW,Everton,eng Premier League,25.0,3.8,0.0,0.0,3,0,7,2,1,6,9.0,114.0,69.0,5.0,0.27,0,0
194,Dele Alli,eng ENG,MFFW,Everton,eng Premier League,25.0,3.8,0.0,0.0,3,0,7,2,1,6,9.0,114.0,69.0,5.0,0.0,0,0
195,Dele Alli,eng ENG,MFFW,Everton,eng Premier League,25.0,3.8,0.0,0.0,3,0,7,2,1,6,9.0,114.0,69.0,5.0,0.0,0,0
196,Miguel Almirón,py PAR,MFFW,Newcastle Utd,eng Premier League,27.0,19.1,1.0,0.0,2,0,25,9,20,20,5.0,402.0,301.0,26.0,0.37,0,1
197,Marcos Alonso,es ESP,DF,Chelsea,eng Premier League,30.0,24.1,0.0,0.0,8,0,28,3,149,43,40.0,1142.0,712.0,15.0,0.42,4,4
198,Giorgio Altare,it ITA,DF,Cagliari,it Serie A,22.0,16.3,0.0,0.0,5,0,10,1,27,30,46.0,531.0,127.0,8.0,0.37,0,1
199,Hugo Álvarez,es ESP,FW,Celta Vigo,es La Liga,18.0,0.1,0.0,0.0,0,0,0,0,0,0,0.0,1.0,3.0,0.0,0.0,0,0
200,Yeray Álvarez,es ESP,DF,Athletic Club,es La Liga,26.0,20.7,0.0,0.0,6,0,13,1,3,45,56.0,832.0,54.0,2.0,0.0,0,0
201,Dani Alves,br BRA,DF,Barcelona,es La Liga,38.0,12.2,0.0,0.0,2,1,6,0,75,11,9.0,915.0,277.0,12.0,0.16,3,1
202,Steven Alzate,co COL,MF,Brighton,eng Premier League,22.0,4.5,0.0,0.0,0,0,4,0,0,10,4.0,204.0,50.0,6.0,0.22,0,0
203,Ibrahim Amadou,fr FRA,DFMF,Metz,fr Ligue 1,28.0,9.0,0.0,0.0,4,0,4,0,0,14,7.0,384.0,16.0,6.0,0.22,0,1
204,Emmanuel Amankwaa Akurugu,gh GHA,DF,Getafe,es La Liga,19.0,0.9,0.0,0.0,0,0,1,0,4,0,2.0,26.0,15.0,3.0,0.0,1,0
205,Daniel Amartey,gh GHA,DF,Leicester City,eng Premier League,26.0,23.6,0.0,0.0,4,0,8,1,0,21,33.0,1399.0,52.0,6.0,0.04,0,0
206,Amath,sn SEN,MFFW,Mallorca,es La Liga,25.0,9.8,0.0,0.0,5,0,18,6,7,7,5.0,159.0,140.0,15.0,0.41,1,0
207,Jordan Amavi,fr FRA,DF,Nice,fr Ligue 1,27.0,4.6,0.0,1.0,1,0,4,0,6,15,10.0,269.0,63.0,5.0,0.0,0,0
208,Jordan Amavi,fr FRA,DF,Nice,fr Ligue 1,27.0,4.6,0.0,1.0,1,0,4,0,6,15,10.0,269.0,63.0,5.0,0.0,0,0
209,Jordan Amavi,fr FRA,DF,Nice,fr Ligue 1,27.0,4.6,0.0,1.0,1,0,4,0,6,15,10.0,269.0,63.0,5.0,0.0,0,0
210,Jordan Amavi,fr FRA,DF,Nice,fr Ligue 1,27.0,4.6,0.0,1.0,1,0,4,0,6,15,10.0,269.0,63.0,5.0,0.0,0,0
211,Jordan Amavi,fr FRA,DF,Nice,fr Ligue 1,27.0,4.6,0.0,1.0,1,0,4,0,6,15,10.0,269.0,17.0,0.0,0.0,0,0
212,Jordan Amavi,fr FRA,DF,Nice,fr Ligue 1,27.0,4.6,0.0,1.0,1,0,4,0,6,15,10.0,269.0,17.0,0.0,0.0,0,0
213,Jordan Amavi,fr FRA,DF,Nice,fr Ligue 1,27.0,4.6,0.0,1.0,1,0,4,0,6,15,10.0,269.0,17.0,0.0,0.0,0,0
214,Jordan Amavi,fr FRA,DF,Nice,fr Ligue 1,27.0,4.6,0.0,1.0,1,0,4,0,6,15,10.0,269.0,17.0,0.0,0.0,0,0
215,Jordan Amavi,fr FRA,DF,Nice,fr Ligue 1,27.0,4.6,0.0,1.0,1,0,4,0,6,15,10.0,269.0,63.0,5.0,0.0,0,0
216,Jordan Amavi,fr FRA,DF,Nice,fr Ligue 1,27.0,4.6,0.0,1.0,1,0,4,0,6,15,10.0,269.0,63.0,5.0,0.0,0,0
217,Jordan Amavi,fr FRA,DF,Nice,fr Ligue 1,27.0,4.6,0.0,1.0,1,0,4,0,6,15,10.0,269.0,63.0,5.0,0.0,0,0
218,Jordan Amavi,fr FRA,DF,Nice,fr Ligue 1,27.0,4.6,0.0,1.0,1,0,4,0,6,15,10.0,269.0,63.0,5.0,0.0,0,0
219,Jordan Amavi,fr FRA,DF,Nice,fr Ligue 1,27.0,4.6,0.0,1.0,1,0,4,0,6,15,10.0,269.0,17.0,0.0,0.0,0,0
220,Jordan Amavi,fr FRA,DF,Nice,fr Ligue 1,27.0,4.6,0.0,1.0,1,0,4,0,6,15,10.0,269.0,17.0,0.0,0.0,0,0
221,Jordan Amavi,fr FRA,DF,Nice,fr Ligue 1,27.0,4.6,0.0,1.0,1,0,4,0,6,15,10.0,269.0,17.0,0.0,0.0,0,0
222,Jordan Amavi,fr FRA,DF,Nice,fr Ligue 1,27.0,4.6,0.0,1.0,1,0,4,0,6,15,10.0,269.0,17.0,0.0,0.0,0,0
223,Jordan Amavi,fr FRA,DF,Nice,fr Ligue 1,27.0,4.6,0.0,1.0,1,0,4,0,6,15,10.0,74.0,63.0,5.0,0.0,0,0
224,Jordan Amavi,fr FRA,DF,Nice,fr Ligue 1,27.0,4.6,0.0,1.0,1,0,4,0,6,15,10.0,74.0,63.0,5.0,0.0,0,0
225,Jordan Amavi,fr FRA,DF,Nice,fr Ligue 1,27.0,4.6,0.0,1.0,1,0,4,0,6,15,10.0,74.0,63.0,5.0,0.0,0,0
226,Jordan Amavi,fr FRA,DF,Nice,fr Ligue 1,27.0,4.6,0.0,1.0,1,0,4,0,6,15,10.0,74.0,63.0,5.0,0.0,0,0
227,Jordan Amavi,fr FRA,DF,Nice,fr Ligue 1,27.0,4.6,0.0,1.0,1,0,4,0,6,15,10.0,74.0,17.0,0.0,0.0,0,0
228,Jordan Amavi,fr FRA,DF,Nice,fr Ligue 1,27.0,4.6,0.0,1.0,1,0,4,0,6,15,10.0,74.0,17.0,0.0,0.0,0,0
229,Jordan Amavi,fr FRA,DF,Nice,fr Ligue 1,27.0,4.6,0.0,1.0,1,0,4,0,6,15,10.0,74.0,17.0,0.0,0.0,0,0
230,Jordan Amavi,fr FRA,DF,Nice,fr Ligue 1,27.0,4.6,0.0,1.0,1,0,4,0,6,15,10.0,74.0,17.0,0.0,0.0,0,0
231,Jordan Amavi,fr FRA,DF,Nice,fr Ligue 1,27.0,4.6,0.0,1.0,1,0,4,0,6,15,10.0,74.0,63.0,5.0,0.0,0,0
232,Jordan Amavi,fr FRA,DF,Nice,fr Ligue 1,27.0,4.6,0.0,1.0,1,0,4,0,6,15,10.0,74.0,63.0,5.0,0.0,0,0
233,Jordan Amavi,fr FRA,DF,Nice,fr Ligue 1,27.0,4.6,0.0,1.0,1,0,4,0,6,15,10.0,74.0,63.0,5.0,0.0,0,0
234,Jordan Amavi,fr FRA,DF,Nice,fr Ligue 1,27.0,4.6,0.0,1.0,1,0,4,0,6,15,10.0,74.0,63.0,5.0,0.0,0,0
235,Jordan Amavi,fr FRA,DF,Nice,fr Ligue 1,27.0,4.6,0.0,1.0,1,0,4,0,6,15,10.0,74.0,17.0,0.0,0.0,0,0
236,Jordan Amavi,fr FRA,DF,Nice,fr Ligue 1,27.0,4.6,0.0,1.0,1,0,4,0,6,15,10.0,74.0,17.0,0.0,0.0,0,0
237,Jordan Amavi,fr FRA,DF,Nice,fr Ligue 1,27.0,4.6,0.0,1.0,1,0,4,0,6,15,10.0,74.0,17.0,0.0,0.0,0,0
238,Jordan Amavi,fr FRA,DF,Nice,fr Ligue 1,27.0,4.6,0.0,1.0,1,0,4,0,6,15,10.0,74.0,17.0,0.0,0.0,0,0
239,Jordan Amavi,fr FRA,DF,Nice,fr Ligue 1,27.0,4.6,0.0,1.0,0,0,1,0,2,1,3.0,269.0,63.0,5.0,0.0,0,0
240,Jordan Amavi,fr FRA,DF,Nice,fr Ligue 1,27.0,4.6,0.0,1.0,0,0,1,0,2,1,3.0,269.0,63.0,5.0,0.0,0,0
241,Jordan Amavi,fr FRA,DF,Nice,fr Ligue 1,27.0,4.6,0.0,1.0,0,0,1,0,2,1,3.0,269.0,63.0,5.0,0.0,0,0
242,Jordan Amavi,fr FRA,DF,Nice,fr Ligue 1,27.0,4.6,0.0,1.0,0,0,1,0,2,1,3.0,269.0,63.0,5.0,0.0,0,0
243,Jordan Amavi,fr FRA,DF,Nice,fr Ligue 1,27.0,4.6,0.0,1.0,0,0,1,0,2,1,3.0,269.0,17.0,0.0,0.0,0,0
244,Jordan Amavi,fr FRA,DF,Nice,fr Ligue 1,27.0,4.6,0.0,1.0,0,0,1,0,2,1,3.0,269.0,17.0,0.0,0.0,0,0
245,Jordan Amavi,fr FRA,DF,Nice,fr Ligue 1,27.0,4.6,0.0,1.0,0,0,1,0,2,1,3.0,269.0,17.0,0.0,0.0,0,0
246,Jordan Amavi,fr FRA,DF,Nice,fr Ligue 1,27.0,4.6,0.0,1.0,0,0,1,0,2,1,3.0,269.0,17.0,0.0,0.0,0,0
247,Jordan Amavi,fr FRA,DF,Nice,fr Ligue 1,27.0,4.6,0.0,1.0,0,0,1,0,2,1,3.0,269.0,63.0,5.0,0.0,0,0
248,Jordan Amavi,fr FRA,DF,Nice,fr Ligue 1,27.0,4.6,0.0,1.0,0,0,1,0,2,1,3.0,269.0,63.0,5.0,0.0,0,0
249,Jordan Amavi,fr FRA,DF,Nice,fr Ligue 1,27.0,4.6,0.0,1.0,0,0,1,0,2,1,3.0,269.0,63.0,5.0,0.0,0,0
250,Jordan Amavi,fr FRA,DF,Nice,fr Ligue 1,27.0,4.6,0.0,1.0,0,0,1,0,2,1,3.0,269.0,63.0,5.0,0.0,0,0
251,Jordan Amavi,fr FRA,DF,Nice,fr Ligue 1,27.0,4.6,0.0,1.0,0,0,1,0,2,1,3.0,269.0,17.0,0.0,0.0,0,0
252,Jordan Amavi,fr FRA,DF,Nice,fr Ligue 1,27.0,4.6,0.0,1.0,0,0,1,0,2,1,3.0,269.0,17.0,0.0,0.0,0,0
253,Jordan Amavi,fr FRA,DF,Nice,fr Ligue 1,27.0,4.6,0.0,1.0,0,0,1,0,2,1,3.0,269.0,17.0,0.0,0.0,0,0
254,Jordan Amavi,fr FRA,DF,Nice,fr Ligue 1,27.0,4.6,0.0,1.0,0,0,1,0,2,1,3.0,269.0,17.0,0.0,0.0,0,0
255,Jordan Amavi,fr FRA,DF,Nice,fr Ligue 1,27.0,4.6,0.0,1.0,0,0,1,0,2,1,3.0,74.0,63.0,5.0,0.0,0,0
256,Jordan Amavi,fr FRA,DF,Nice,fr Ligue 1,27.0,4.6,0.0,1.0,0,0,1,0,2,1,3.0,74.0,63.0,5.0,0.0,0,0
257,Jordan Amavi,fr FRA,DF,Nice,fr Ligue 1,27.0,4.6,0.0,1.0,0,0,1,0,2,1,3.0,74.0,63.0,5.0,0.0,0,0
258,Jordan Amavi,fr FRA,DF,Nice,fr Ligue 1,27.0,4.6,0.0,1.0,0,0,1,0,2,1,3.0,74.0,63.0,5.0,0.0,0,0
259,Jordan Amavi,fr FRA,DF,Nice,fr Ligue 1,27.0,4.6,0.0,1.0,0,0,1,0,2,1,3.0,74.0,17.0,0.0,0.0,0,0
260,Jordan Amavi,fr FRA,DF,Nice,fr Ligue 1,27.0,4.6,0.0,1.0,0,0,1,0,2,1,3.0,74.0,17.0,0.0,0.0,0,0
261,Jordan Amavi,fr FRA,DF,Nice,fr Ligue 1,27.0,4.6,0.0,1.0,0,0,1,0,2,1,3.0,74.0,17.0,0.0,0.0,0,0
262,Jordan Amavi,fr FRA,DF,Nice,fr Ligue 1,27.0,4.6,0.0,1.0,0,0,1,0,2,1,3.0,74.0,17.0,0.0,0.0,0,0
263,Jordan Amavi,fr FRA,DF,Nice,fr Ligue 1,27.0,4.6,0.0,1.0,0,0,1,0,2,1,3.0,74.0,63.0,5.0,0.0,0,0
264,Jordan Amavi,fr FRA,DF,Nice,fr Ligue 1,27.0,4.6,0.0,1.0,0,0,1,0,2,1,3.0,74.0,63.0,5.0,0.0,0,0
265,Jordan Amavi,fr FRA,DF,Nice,fr Ligue 1,27.0,4.6,0.0,1.0,0,0,1,0,2,1,3.0,74.0,63.0,5.0,0.0,0,0
266,Jordan Amavi,fr FRA,DF,Nice,fr Ligue 1,27.0,4.6,0.0,1.0,0,0,1,0,2,1,3.0,74.0,63.0,5.0,0.0,0,0
267,Jordan Amavi,fr FRA,DF,Nice,fr Ligue 1,27.0,4.6,0.0,1.0,0,0,1,0,2,1,3.0,74.0,17.0,0.0,0.0,0,0
268,Jordan Amavi,fr FRA,DF,Nice,fr Ligue 1,27.0,4.6,0.0,1.0,0,0,1,0,2,1,3.0,74.0,17.0,0.0,0.0,0,0
269,Jordan Amavi,fr FRA,DF,Nice,fr Ligue 1,27.0,4.6,0.0,1.0,0,0,1,0,2,1,3.0,74.0,17.0,0.0,0.0,0,0
270,Jordan Amavi,fr FRA,DF,Nice,fr Ligue 1,27.0,4.6,0.0,1.0,0,0,1,0,2,1,3.0,74.0,17.0,0.0,0.0,0,0
271,Jordan Amavi,fr FRA,DFFW,Marseille,fr Ligue 1,27.0,1.4,0.0,0.0,1,0,4,0,6,15,10.0,269.0,63.0,5.0,0.0,0,0
272,Jordan Amavi,fr FRA,DFFW,Marseille,fr Ligue 1,27.0,1.4,0.0,0.0,1,0,4,0,6,15,10.0,269.0,63.0,5.0,0.0,0,0
273,Jordan Amavi,fr FRA,DFFW,Marseille,fr Ligue 1,27.0,1.4,0.0,0.0,1,0,4,0,6,15,10.0,269.0,63.0,5.0,0.0,0,0
274,Jordan Amavi,fr FRA,DFFW,Marseille,fr Ligue 1,27.0,1.4,0.0,0.0,1,0,4,0,6,15,10.0,269.0,63.0,5.0,0.0,0,0
275,Jordan Amavi,fr FRA,DFFW,Marseille,fr Ligue 1,27.0,1.4,0.0,0.0,1,0,4,0,6,15,10.0,269.0,17.0,0.0,0.0,0,0
276,Jordan Amavi,fr FRA,DFFW,Marseille,fr Ligue 1,27.0,1.4,0.0,0.0,1,0,4,0,6,15,10.0,269.0,17.0,0.0,0.0,0,0
277,Jordan Amavi,fr FRA,DFFW,Marseille,fr Ligue 1,27.0,1.4,0.0,0.0,1,0,4,0,6,15,10.0,269.0,17.0,0.0,0.0,0,0
278,Jordan Amavi,fr FRA,DFFW,Marseille,fr Ligue 1,27.0,1.4,0.0,0.0,1,0,4,0,6,15,10.0,269.0,17.0,0.0,0.0,0,0
279,Jordan Amavi,fr FRA,DFFW,Marseille,fr Ligue 1,27.0,1.4,0.0,0.0,1,0,4,0,6,15,10.0,269.0,63.0,5.0,0.0,0,0
280,Jordan Amavi,fr FRA,DFFW,Marseille,fr Ligue 1,27.0,1.4,0.0,0.0,1,0,4,0,6,15,10.0,269.0,63.0,5.0,0.0,0,0
281,Jordan Amavi,fr FRA,DFFW,Marseille,fr Ligue 1,27.0,1.4,0.0,0.0,1,0,4,0,6,15,10.0,269.0,63.0,5.0,0.0,0,0
282,Jordan Amavi,fr FRA,DFFW,Marseille,fr Ligue 1,27.0,1.4,0.0,0.0,1,0,4,0,6,15,10.0,269.0,63.0,5.0,0.0,0,0
283,Jordan Amavi,fr FRA,DFFW,Marseille,fr Ligue 1,27.0,1.4,0.0,0.0,1,0,4,0,6,15,10.0,269.0,17.0,0.0,0.0,0,0
284,Jordan Amavi,fr FRA,DFFW,Marseille,fr Ligue 1,27.0,1.4,0.0,0.0,1,0,4,0,6,15,10.0,269.0,17.0,0.0,0.0,0,0
285,Jordan Amavi,fr FRA,DFFW,Marseille,fr Ligue 1,27.0,1.4,0.0,0.0,1,0,4,0,6,15,10.0,269.0,17.0,0.0,0.0,0,0
286,Jordan Amavi,fr FRA,DFFW,Marseille,fr Ligue 1,27.0,1.4,0.0,0.0,1,0,4,0,6,15,10.0,269.0,17.0,0.0,0.0,0,0
287,Jordan Amavi,fr FRA,DFFW,Marseille,fr Ligue 1,27.0,1.4,0.0,0.0,1,0,4,0,6,15,10.0,74.0,63.0,5.0,0.0,0,0
288,Jordan Amavi,fr FRA,DFFW,Marseille,fr Ligue 1,27.0,1.4,0.0,0.0,1,0,4,0,6,15,10.0,74.0,63.0,5.0,0.0,0,0
289,Jordan Amavi,fr FRA,DFFW,Marseille,fr Ligue 1,27.0,1.4,0.0,0.0,1,0,4,0,6,15,10.0,74.0,63.0,5.0,0.0,0,0
290,Jordan Amavi,fr FRA,DFFW,Marseille,fr Ligue 1,27.0,1.4,0.0,0.0,1,0,4,0,6,15,10.0,74.0,63.0,5.0,0.0,0,0
291,Jordan Amavi,fr FRA,DFFW,Marseille,fr Ligue 1,27.0,1.4,0.0,0.0,1,0,4,0,6,15,10.0,74.0,17.0,0.0,0.0,0,0
292,Jordan Amavi,fr FRA,DFFW,Marseille,fr Ligue 1,27.0,1.4,0.0,0.0,1,0,4,0,6,15,10.0,74.0,17.0,0.0,0.0,0,0
293,Jordan Amavi,fr FRA,DFFW,Marseille,fr Ligue 1,27.0,1.4,0.0,0.0,1,0,4,0,6,15,10.0,74.0,17.0,0.0,0.0,0,0
294,Jordan Amavi,fr FRA,DFFW,Marseille,fr Ligue 1,27.0,1.4,0.0,0.0,1,0,4,0,6,15,10.0,74.0,17.0,0.0,0.0,0,0
295,Jordan Amavi,fr FRA,DFFW,Marseille,fr Ligue 1,27.0,1.4,0.0,0.0,1,0,4,0,6,15,10.0,74.0,63.0,5.0,0.0,0,0
296,Jordan Amavi,fr FRA,DFFW,Marseille,fr Ligue 1,27.0,1.4,0.0,0.0,1,0,4,0,6,15,10.0,74.0,63.0,5.0,0.0,0,0
297,Jordan Amavi,fr FRA,DFFW,Marseille,fr Ligue 1,27.0,1.4,0.0,0.0,1,0,4,0,6,15,10.0,74.0,63.0,5.0,0.0,0,0
298,Jordan Amavi,fr FRA,DFFW,Marseille,fr Ligue 1,27.0,1.4,0.0,0.0,1,0,4,0,6,15,10.0,74.0,63.0,5.0,0.0,0,0
299,Jordan Amavi,fr FRA,DFFW,Marseille,fr Ligue 1,27.0,1.4,0.0,0.0,1,0,4,0,6,15,10.0,74.0,17.0,0.0,0.0,0,0
300,Jordan Amavi,fr FRA,DFFW,Marseille,fr Ligue 1,27.0,1.4,0.0,0.0,1,0,4,0,6,15,10.0,74.0,17.0,0.0,0.0,0,0
301,Jordan Amavi,fr FRA,DFFW,Marseille,fr Ligue 1,27.0,1.4,0.0,0.0,1,0,4,0,6,15,10.0,74.0,17.0,0.0,0.0,0,0
302,Jordan Amavi,fr FRA,DFFW,Marseille,fr Ligue 1,27.0,1.4,0.0,0.0,1,0,4,0,6,15,10.0,74.0,17.0,0.0,0.0,0,0
303,Jordan Amavi,fr FRA,DFFW,Marseille,fr Ligue 1,27.0,1.4,0.0,0.0,0,0,1,0,2,1,3.0,269.0,63.0,5.0,0.0,0,0
304,Jordan Amavi,fr FRA,DFFW,Marseille,fr Ligue 1,27.0,1.4,0.0,0.0,0,0,1,0,2,1,3.0,269.0,63.0,5.0,0.0,0,0
305,Jordan Amavi,fr FRA,DFFW,Marseille,fr Ligue 1,27.0,1.4,0.0,0.0,0,0,1,0,2,1,3.0,269.0,63.0,5.0,0.0,0,0
306,Jordan Amavi,fr FRA,DFFW,Marseille,fr Ligue 1,27.0,1.4,0.0,0.0,0,0,1,0,2,1,3.0,269.0,63.0,5.0,0.0,0,0
307,Jordan Amavi,fr FRA,DFFW,Marseille,fr Ligue 1,27.0,1.4,0.0,0.0,0,0,1,0,2,1,3.0,269.0,17.0,0.0,0.0,0,0
308,Jordan Amavi,fr FRA,DFFW,Marseille,fr Ligue 1,27.0,1.4,0.0,0.0,0,0,1,0,2,1,3.0,269.0,17.0,0.0,0.0,0,0
309,Jordan Amavi,fr FRA,DFFW,Marseille,fr Ligue 1,27.0,1.4,0.0,0.0,0,0,1,0,2,1,3.0,269.0,17.0,0.0,0.0,0,0
310,Jordan Amavi,fr FRA,DFFW,Marseille,fr Ligue 1,27.0,1.4,0.0,0.0,0,0,1,0,2,1,3.0,269.0,17.0,0.0,0.0,0,0
311,Jordan Amavi,fr FRA,DFFW,Marseille,fr Ligue 1,27.0,1.4,0.0,0.0,0,0,1,0,2,1,3.0,269.0,63.0,5.0,0.0,0,0
312,Jordan Amavi,fr FRA,DFFW,Marseille,fr Ligue 1,27.0,1.4,0.0,0.0,0,0,1,0,2,1,3.0,269.0,63.0,5.0,0.0,0,0
313,Jordan Amavi,fr FRA,DFFW,Marseille,fr Ligue 1,27.0,1.4,0.0,0.0,0,0,1,0,2,1,3.0,269.0,63.0,5.0,0.0,0,0
314,Jordan Amavi,fr FRA,DFFW,Marseille,fr Ligue 1,27.0,1.4,0.0,0.0,0,0,1,0,2,1,3.0,269.0,63.0,5.0,0.0,0,0
315,Jordan Amavi,fr FRA,DFFW,Marseille,fr Ligue 1,27.0,1.4,0.0,0.0,0,0,1,0,2,1,3.0,269.0,17.0,0.0,0.0,0,0
316,Jordan Amavi,fr FRA,DFFW,Marseille,fr Ligue 1,27.0,1.4,0.0,0.0,0,0,1,0,2,1,3.0,269.0,17.0,0.0,0.0,0,0
317,Jordan Amavi,fr FRA,DFFW,Marseille,fr Ligue 1,27.0,1.4,0.0,0.0,0,0,1,0,2,1,3.0,269.0,17.0,0.0,0.0,0,0
318,Jordan Amavi,fr FRA,DFFW,Marseille,fr Ligue 1,27.0,1.4,0.0,0.0,0,0,1,0,2,1,3.0,269.0,17.0,0.0,0.0,0,0
319,Jordan Amavi,fr FRA,DFFW,Marseille,fr Ligue 1,27.0,1.4,0.0,0.0,0,0,1,0,2,1,3.0,74.0,63.0,5.0,0.0,0,0
320,Jordan Amavi,fr FRA,DFFW,Marseille,fr Ligue 1,27.0,1.4,0.0,0.0,0,0,1,0,2,1,3.0,74.0,63.0,5.0,0.0,0,0
321,Jordan Amavi,fr FRA,DFFW,Marseille,fr Ligue 1,27.0,1.4,0.0,0.0,0,0,1,0,2,1,3.0,74.0,63.0,5.0,0.0,0,0
322,Jordan Amavi,fr FRA,DFFW,Marseille,fr Ligue 1,27.0,1.4,0.0,0.0,0,0,1,0,2,1,3.0,74.0,63.0,5.0,0.0,0,0
323,Jordan Amavi,fr FRA,DFFW,Marseille,fr Ligue 1,27.0,1.4,0.0,0.0,0,0,1,0,2,1,3.0,74.0,17.0,0.0,0.0,0,0
324,Jordan Amavi,fr FRA,DFFW,Marseille,fr Ligue 1,27.0,1.4,0.0,0.0,0,0,1,0,2,1,3.0,74.0,17.0,0.0,0.0,0,0
325,Jordan Amavi,fr FRA,DFFW,Marseille,fr Ligue 1,27.0,1.4,0.0,0.0,0,0,1,0,2,1,3.0,74.0,17.0,0.0,0.0,0,0
326,Jordan Amavi,fr FRA,DFFW,Marseille,fr Ligue 1,27.0,1.4,0.0,0.0,0,0,1,0,2,1,3.0,74.0,17.0,0.0,0.0,0,0
