,Player,SCA,PassLive,PassDead,Drib,Sh_x,Fld_x,Def,GCA,CrdY_x,CrdR_x,2CrdY,Fls,Off_x,Crs_x,Int,TklW,Recov,Won,Dead,Str,TotDist,Ast_x,CrsPA,Touches,Succ,Att,Dis,SoT,Dist,Nation,Pos,Squad,Comp,Age,MP,Starts,Min,90s,G-PK,G+A-PK,Matches
11701,Nemanja Maksimović,40.0,35.0,0.0,0.0,3.0,1.0,1.0,1.0,5,0,0,13,0,13,71,32,143.0,47.0,22.0,0.0,9680.0,2,1.0,1184.0,10.0,16.0,11.0,5,15.9,rs SRB,MF,Getafe,es La Liga,26.0,35,34,2936,32.6,1,0.09,Matches
11702,Nikola Maksimović,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2,0,0,10,0,3,12,6,73.0,33.0,40.0,0.0,8193.0,0,1.0,631.0,1.0,3.0,3.0,0,8.1,rs SRB,DF,Genoa,it Serie A,29.0,14,13,1115,12.4,0,0.0,Matches
11703,Kévin Malcuit,5.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,3,0,0,8,0,12,8,2,15.0,4.0,24.0,0.0,1710.0,1,1.0,189.0,3.0,6.0,2.0,0,16.4,ma MAR,DFMF,Napoli,it Serie A,30.0,8,2,288,3.2,0,0.31,Matches
11704,Daniel Maldini,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,4,1,1,1,3,5.0,3.0,2.0,0.0,479.0,0,0.0,75.0,2.0,3.0,1.0,1,13.4,it ITA,MF,Milan,it Serie A,19.0,8,2,148,1.6,1,0.61,Matches
11705,Youssef Maleh,24.0,20.0,0.0,0.0,1.0,3.0,0.0,3.0,5,0,0,43,0,18,6,16,48.0,11.0,6.0,0.0,5343.0,2,4.0,539.0,4.0,8.0,8.0,5,18.5,it ITA,MF,Fiorentina,it Serie A,22.0,28,11,1019,11.3,2,0.35,Matches
11706,Donyell Malen,62.0,38.0,0.0,8.0,8.0,8.0,0.0,12.0,2,0,0,10,9,27,10,10,62.0,9.0,29.0,0.0,4863.0,3,5.0,759.0,34.0,54.0,27.0,21,16.5,nl NED,FWMF,Dortmund,de Bundesliga,22.0,27,20,1684,18.7,5,0.43,Matches
11707,Ruslan Malinovskyi,102.0,54.0,24.0,8.0,9.0,7.0,0.0,8.0,10,0,0,40,3,102,5,10,95.0,18.0,90.0,1.0,11706.0,5,6.0,1148.0,47.0,65.0,48.0,17,22.0,ua UKR,MFFW,Atalanta,it Serie A,28.0,30,19,1592,17.7,6,0.62,Matches
11708,Hugo Mallo,37.0,29.0,5.0,0.0,1.0,1.0,1.0,2.0,5,2,1,38,6,73,20,25,97.0,41.0,225.0,0.0,14611.0,1,9.0,1444.0,8.0,16.0,10.0,2,17.9,es ESP,DF,Celta Vigo,es La Liga,30.0,21,21,1826,20.3,1,0.1,Matches
11709,Lennard Maloney,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,1.0,1.0,1.0,0.0,267.0,0,1.0,19.0,0.0,0.0,0.0,0,,us USA,DF,Dortmund,de Bundesliga,21.0,2,0,9,0.1,0,0.0,Matches
11710,Mickael Malsa,22.0,19.0,0.0,0.0,0.0,1.0,2.0,2.0,7,0,0,19,0,0,18,17,99.0,10.0,13.0,0.0,7587.0,2,0.0,673.0,7.0,8.0,11.0,2,22.8,mq MTQ,MF,Levante,es La Liga,25.0,26,11,1143,12.7,1,0.24,Matches
11711,Giorgi Mamardashvili,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0,0,29.0,6.0,226.0,0.0,10131.0,0,0.0,541.0,0.0,0.0,0.0,0,,ge GEO,GK,Valencia,es La Liga,20.0,18,18,1620,18.0,0,0.0,Matches
11712,Rey Manaj,48.0,25.0,0.0,7.0,6.0,9.0,1.0,5.0,9,0,0,54,11,6,4,12,57.0,69.0,59.0,0.0,4645.0,0,1.0,719.0,22.0,49.0,59.0,14,18.4,al ALB,FW,Spezia,it Serie A,24.0,30,19,1768,19.6,3,0.15,Matches
11713,Hianga Mananga Mbock,6.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,3,0,0,20,0,0,5,12,48.0,11.0,11.0,0.0,4207.0,0,0.0,341.0,10.0,14.0,9.0,0,25.0,fr FRA,MF,Brest,fr Ligue 1,21.0,14,9,799,8.9,0,0.0,Matches
11714,Vincent Manceau,12.0,12.0,0.0,0.0,0.0,0.0,0.0,4.0,2,1,1,13,0,10,32,19,165.0,16.0,64.0,0.0,28048.0,0,0.0,1809.0,3.0,4.0,6.0,0,25.4,fr FRA,DF,Angers,fr Ligue 1,32.0,28,25,2361,26.2,0,0.0,Matches
11715,Gianluca Mancini,41.0,32.0,1.0,0.0,5.0,2.0,1.0,5.0,16,1,1,59,1,15,39,25,129.0,70.0,56.0,0.0,29867.0,0,2.0,2064.0,4.0,5.0,3.0,6,11.2,it ITA,DF,Roma,it Serie A,25.0,33,33,2878,32.0,0,0.0,Matches
11716,Leonardo Mancuso,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,5,5,1,1,11.0,1.0,10.0,0.0,806.0,0,1.0,112.0,0.0,0.0,4.0,5,14.3,it ITA,FW,Empoli,it Serie A,29.0,8,5,425,4.7,1,0.21,Matches
11717,Steve Mandanda,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,20.0,1.0,82.0,0.0,7761.0,0,0.0,417.0,0.0,0.0,0.0,0,,fr FRA,GK,Marseille,fr Ligue 1,36.0,9,9,810,9.0,0,0.0,Matches
11845,Reinildo Mandava,11.0,8.0,1.0,0.0,0.0,2.0,0.0,0.0,5,0,0,26,0,16,21,25,88.0,22.0,104.0,0.0,8156.0,0,0.0,835.0,5.0,7.0,5.0,0,8.7,mz MOZ,DF,Atlético Madrid,es La Liga,27.0,17,15,1298,14.4,0,0.0,Matches
11846,Aïssa Mandi,5.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,3,0,0,14,1,0,13,5,54.0,26.0,37.0,0.0,18205.0,0,0.0,1110.0,0.0,0.0,1.0,3,10.1,dz ALG,DF,Villarreal,es La Liga,29.0,17,14,1375,15.3,1,0.07,Matches
11847,Rolando Mandragora,50.0,29.0,18.0,1.0,1.0,1.0,0.0,4.0,7,1,1,25,1,47,10,10,87.0,16.0,113.0,0.0,10725.0,2,6.0,890.0,3.0,6.0,9.0,5,24.5,it ITA,MF,Torino,it Serie A,24.0,21,16,1319,14.7,0,0.14,Matches
11848,Anthony Mandrea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,6.0,5.0,123.0,0.0,5083.0,0,0.0,305.0,0.0,0.0,0.0,0,,dz ALG,GK,Angers,fr Ligue 1,24.0,10,10,900,10.0,0,0.0,Matches
11849,Sadio Mané,109.0,75.0,0.0,8.0,16.0,10.0,0.0,14.0,5,0,0,50,19,50,8,20,109.0,30.0,12.0,0.0,12061.0,2,5.0,1473.0,47.0,77.0,59.0,37,14.2,sn SEN,FW,Liverpool,eng Premier League,29.0,34,32,2819,31.3,16,0.57,Matches
11850,Eliaquim Mangala,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,9,0,0,19,0,0,17,12,66.0,36.0,13.0,0.0,10006.0,0,0.0,719.0,4.0,4.0,3.0,1,9.9,fr FRA,DF,Saint-Étienne,fr Ligue 1,30.0,14,14,1179,13.1,1,0.08,Matches
11851,Orel Mangala,58.0,44.0,0.0,7.0,3.0,1.0,3.0,7.0,4,0,0,26,0,9,12,10,110.0,10.0,12.0,0.0,9824.0,3,0.0,988.0,43.0,73.0,35.0,8,16.9,be BEL,MF,Stuttgart,de Bundesliga,23.0,28,22,1853,20.6,1,0.19,Matches
11852,Thomas Mangani,52.0,35.0,15.0,0.0,0.0,0.0,2.0,5.0,6,0,0,25,0,88,36,30,141.0,26.0,149.0,0.0,20956.0,2,4.0,1713.0,4.0,8.0,13.0,3,27.1,fr FRA,MF,Angers,fr Ligue 1,34.0,33,25,2193,24.4,1,0.12,Matches
11853,Ricardo Mangas,39.0,31.0,4.0,0.0,1.0,0.0,3.0,3.0,2,0,0,26,1,39,25,22,132.0,25.0,218.0,0.0,13923.0,1,1.0,1287.0,21.0,43.0,13.0,5,13.1,pt POR,DF,Bordeaux,fr Ligue 1,23.0,29,27,2353,26.1,3,0.15,Matches
11854,Kostas Manolas,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,5,0,0,4,2,11.0,5.0,5.0,0.0,4147.0,0,0.0,252.0,0.0,0.0,0.0,0,,gr GRE,DF,Napoli,it Serie A,30.0,4,3,313,3.5,0,0.0,Matches
11855,Javier Manquillo,14.0,11.0,0.0,0.0,0.0,2.0,1.0,4.0,5,0,0,9,1,9,10,29,57.0,16.0,102.0,0.0,4133.0,2,0.0,558.0,10.0,18.0,3.0,2,15.2,es ESP,DF,Newcastle Utd,eng Premier League,27.0,19,15,1257,14.0,1,0.21,Matches
11983,Myziane Maolida,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,38.0,0,0.0,13.0,2.0,3.0,0.0,0,24.1,fr FRA,MF,Nice,fr Ligue 1,22.0,1,0,34,0.4,0,0.0,Matches
11984,Sekou Mara,24.0,17.0,0.0,1.0,2.0,4.0,0.0,4.0,2,0,0,21,2,4,2,4,34.0,30.0,25.0,0.0,1844.0,0,1.0,334.0,10.0,31.0,16.0,16,18.5,fr FRA,FWMF,Bordeaux,fr Ligue 1,19.0,26,8,905,10.1,5,0.5,Matches
11985,Maranhão,26.0,16.0,0.0,1.0,3.0,5.0,1.0,2.0,3,0,0,23,4,3,7,11,34.0,41.0,8.0,0.0,1764.0,3,0.0,338.0,14.0,33.0,22.0,8,14.8,br BRA,FWMF,Valencia,es La Liga,24.0,29,8,973,10.8,1,0.37,Matches
11986,Nikola Maraš,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,11,0,0,15,9,37.0,29.0,15.0,0.0,7260.0,0,0.0,568.0,1.0,1.0,0.0,0,17.0,rs SRB,DF,Rayo Vallecano,es La Liga,25.0,16,11,1044,11.6,0,0.0,Matches
11987,Fernando Marçal,22.0,19.0,1.0,0.0,1.0,1.0,0.0,2.0,3,0,0,29,1,60,28,22,94.0,26.0,137.0,0.0,10434.0,0,4.0,1070.0,7.0,14.0,6.0,1,23.3,br BRA,MFDF,Wolves,eng Premier League,32.0,18,17,1449,16.1,0,0.0,Matches
14174,Marcelo,9.0,7.0,1.0,0.0,1.0,0.0,0.0,1.0,4,0,0,7,0,0,13,5,56.0,42.0,15.0,0.0,12388.0,0,0.0,769.0,2.0,2.0,1.0,0,10.1,br BRA,DF,Bordeaux,fr Ligue 1,34.0,11,11,898,10.0,0,0.0,Matches
14175,Solly March,71.0,44.0,14.0,7.0,0.0,3.0,3.0,3.0,1,0,0,31,12,94,17,17,92.0,17.0,88.0,0.0,9536.0,2,8.0,946.0,23.0,38.0,29.0,10,18.3,eng ENG,DFMF,Brighton,eng Premier League,27.0,31,17,1746,19.4,0,0.1,Matches
14176,Riccardo Marchizza,22.0,16.0,3.0,2.0,1.0,0.0,0.0,4.0,4,0,0,19,2,42,10,15,72.0,7.0,157.0,0.0,7988.0,1,10.0,782.0,12.0,23.0,8.0,1,21.2,it ITA,DF,Empoli,it Serie A,23.0,19,16,1346,15.0,0,0.07,Matches
14177,Gian Marco Ferrari,30.0,25.0,0.0,0.0,2.0,1.0,2.0,0.0,6,1,1,25,1,1,43,11,167.0,79.0,184.0,0.0,37880.0,0,0.0,2552.0,8.0,12.0,5.0,10,12.0,it ITA,DF,Sassuolo,it Serie A,29.0,36,35,3124,34.7,1,0.03,Matches
14178,Iván Marcone,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,5,0,0,12,0,1,12,14,59.0,6.0,13.0,0.0,6131.0,0,1.0,510.0,10.0,12.0,3.0,0,19.7,ar ARG,MF,Elche,es La Liga,31.0,20,10,809,9.0,0,0.0,Matches
14179,Óscar de Marcos,40.0,33.0,5.0,1.0,0.0,0.0,1.0,5.0,5,0,0,25,3,48,19,37,120.0,22.0,252.0,0.0,13320.0,2,8.0,1275.0,4.0,13.0,7.0,3,16.2,es ESP,DF,Athletic Club,es La Liga,32.0,22,19,1679,18.7,1,0.16,Matches
14180,Davide Marfella,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,15.0,0,0.0,2.0,0.0,0.0,0.0,0,,it ITA,GK,Napoli,it Serie A,21.0,1,0,11,0.1,0,0.0,Matches
14181,José Mari,9.0,7.0,1.0,0.0,1.0,0.0,0.0,2.0,3,1,1,8,0,1,7,7,25.0,4.0,13.0,0.0,3246.0,0,0.0,237.0,1.0,1.0,3.0,1,14.2,es ESP,MF,Cádiz,es La Liga,33.0,11,4,386,4.3,0,0.0,Matches
14309,Pablo Marí,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,3,3,10.0,5.0,1.0,0.0,1437.0,0,0.0,120.0,0.0,0.0,0.0,0,5.8,es ESP,DF,Arsenal,eng Premier League,27.0,2,2,180,2.0,0,0.0,Matches
14310,José María Giménez,11.0,7.0,0.0,1.0,2.0,1.0,0.0,2.0,7,0,0,11,2,1,25,12,99.0,41.0,46.0,0.0,16202.0,1,0.0,1137.0,8.0,12.0,1.0,7,13.5,uy URU,DF,Atlético Madrid,es La Liga,26.0,24,24,2042,22.7,1,0.09,Matches
14311,Mariano,8.0,7.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,0,2,4,1,1,0,4.0,9.0,7.0,0.0,602.0,1,0.0,95.0,6.0,10.0,4.0,3,13.0,do DOM,FW,Real Madrid,es La Liga,27.0,9,3,342,3.8,1,0.53,Matches
14312,Răzvan Marin,120.0,69.0,36.0,4.0,4.0,3.0,4.0,11.0,6,1,1,36,1,127,10,21,168.0,20.0,183.0,0.0,18286.0,5,6.0,1551.0,22.0,43.0,32.0,7,24.8,ro ROU,MF,Cagliari,it Serie A,25.0,36,31,2816,31.3,0,0.16,Matches
14313,Guillermo Maripán,14.0,12.0,0.0,0.0,1.0,0.0,1.0,1.0,5,0,0,20,1,1,25,24,118.0,45.0,31.0,0.0,24172.0,0,0.0,1537.0,4.0,5.0,1.0,2,10.6,cl CHI,DF,Monaco,fr Ligue 1,27.0,26,21,1832,20.4,0,0.0,Matches
14314,Mika Màrmol,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,49.0,0,0.0,5.0,0.0,0.0,0.0,0,,es ESP,DF,Barcelona,es La Liga,20.0,1,0,1,0.0,0,0.0,Matches
14442,Omar Marmoush,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,0.0,59.0,0,0.0,14.0,0.0,0.0,0.0,0,34.3,eg EGY,MF,Wolfsburg,de Bundesliga,22.0,2,0,24,0.3,0,0.0,Matches
14443,Marquinhos,24.0,18.0,0.0,0.0,3.0,0.0,3.0,2.0,5,0,0,6,1,6,16,14,181.0,41.0,76.0,0.0,42987.0,0,0.0,2661.0,4.0,6.0,4.0,7,10.1,br BRA,DF,Paris S-G,fr Ligue 1,27.0,32,32,2861,31.8,5,0.16,Matches
14444,Roger Martí,37.0,27.0,0.0,1.0,7.0,2.0,0.0,5.0,8,0,0,62,12,10,2,14,49.0,29.0,49.0,0.0,4374.0,3,1.0,674.0,14.0,28.0,23.0,17,17.0,es ESP,FW,Levante,es La Liga,30.0,29,25,2115,23.5,6,0.38,Matches
14572,Anthony Martial,5.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,2,4,0,0,5.0,4.0,1.0,0.0,946.0,0,0.0,108.0,4.0,7.0,4.0,2,13.0,fr FRA,FWMF,Manchester Utd,eng Premier League,25.0,8,2,212,2.4,1,0.42,Matches
14573,Martín,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,4,0,3,1,2,5.0,6.0,2.0,0.0,645.0,0,0.0,60.0,1.0,1.0,0.0,0,30.0,es ESP,MF,Cádiz,es La Liga,22.0,6,1,115,1.3,0,0.0,Matches
14574,Aarón Martín,68.0,37.0,26.0,0.0,3.0,1.0,1.0,3.0,7,0,0,31,0,180,20,33,161.0,12.0,249.0,0.0,13643.0,1,17.0,1329.0,28.0,44.0,15.0,5,21.5,es ESP,DF,Mainz 05,de Bundesliga,24.0,28,25,2292,25.5,1,0.08,Matches
14575,Ander Martin,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0,4,0,5,3,0,4.0,2.0,5.0,0.0,420.0,0,0.0,68.0,1.0,4.0,1.0,2,25.7,es ESP,MF,Real Sociedad,es La Liga,20.0,5,1,88,1.0,0,0.0,Matches
14576,Andrés Martín,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,3,3,2,0,0,3.0,2.0,5.0,0.0,304.0,0,0.0,53.0,1.0,3.0,5.0,1,17.9,es ESP,MFFW,Rayo Vallecano,es La Liga,22.0,7,1,186,2.1,0,0.0,Matches
14577,Carlos Martín,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,0,0.0,1.0,0.0,0.0,16.0,0,0.0,3.0,1.0,1.0,0.0,0,,es ESP,DF,Atlético Madrid,es La Liga,19.0,1,0,6,0.1,0,0.0,Matches
14578,Iván Martín,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2,0,3,1,1,6.0,3.0,1.0,0.0,722.0,0,0.0,81.0,0.0,2.0,6.0,0,20.8,es ESP,MF,Alavés,es La Liga,22.0,6,2,166,1.8,0,0.0,Matches
14579,Jonas Martin,39.0,31.0,0.0,0.0,4.0,1.0,3.0,4.0,8,0,0,32,0,3,22,20,147.0,20.0,61.0,0.0,25615.0,1,0.0,1868.0,8.0,11.0,10.0,4,20.3,fr FRA,MF,Rennes,fr Ligue 1,31.0,29,24,2105,23.4,1,0.09,Matches
14580,Martinelli,70.0,46.0,4.0,8.0,8.0,2.0,2.0,13.0,3,1,1,24,10,74,20,19,86.0,18.0,41.0,0.0,6765.0,6,5.0,889.0,45.0,79.0,34.0,15,14.7,br BRA,MFFW,Arsenal,eng Premier League,20.0,29,21,1860,20.7,5,0.53,Matches
14581,Emiliano Martínez,5.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,4,0,0,0,0,0,0,1,32.0,8.0,377.0,0.0,21013.0,0,0.0,1160.0,0.0,0.0,0.0,0,,ar ARG,GK,Aston Villa,eng Premier League,28.0,36,36,3240,36.0,0,0.0,Matches
14582,Iñigo Martínez,19.0,13.0,0.0,1.0,3.0,0.0,2.0,1.0,9,2,1,33,2,11,39,13,175.0,69.0,85.0,0.0,20506.0,0,2.0,1499.0,2.0,2.0,3.0,8,13.4,es ESP,DF,Athletic Club,es La Liga,30.0,27,26,2341,26.0,3,0.12,Matches
14583,Javi Martínez,27.0,23.0,4.0,0.0,0.0,0.0,0.0,4.0,1,0,0,15,0,31,9,14,62.0,9.0,18.0,0.0,4346.0,1,3.0,497.0,11.0,16.0,10.0,2,16.3,es ESP,MFFW,Osasuna,es La Liga,21.0,26,9,879,9.8,1,0.2,Matches
14584,Josep Martinez,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,4.0,1.0,8.0,0.0,435.0,0,0.0,22.0,0.0,0.0,0.0,0,,es ESP,GK,RB Leipzig,de Bundesliga,23.0,1,1,90,1.0,0,0.0,Matches
14585,Lautaro Martínez,72.0,44.0,0.0,1.0,19.0,7.0,1.0,10.0,6,0,0,40,12,15,18,10,67.0,29.0,35.0,0.0,5262.0,3,1.0,834.0,21.0,54.0,24.0,47,13.8,ar ARG,FW,Inter,it Serie A,23.0,35,28,2282,25.4,18,0.83,Matches
14586,Pablo Martínez,10.0,8.0,0.0,0.0,0.0,0.0,2.0,1.0,2,0,0,11,1,14,15,8,46.0,11.0,14.0,0.0,2890.0,1,1.0,349.0,7.0,16.0,10.0,1,23.8,es ESP,MF,Levante,es La Liga,23.0,13,7,656,7.3,0,0.14,Matches
14587,Lucas Martínez Quarta,17.0,12.0,0.0,1.0,1.0,0.0,3.0,1.0,8,0,0,30,0,1,19,25,121.0,47.0,39.0,0.0,21071.0,0,0.0,1285.0,11.0,16.0,7.0,4,12.1,ar ARG,DF,Fiorentina,it Serie A,25.0,20,16,1431,15.9,1,0.06,Matches
14588,Gelson Martins,37.0,28.0,0.0,2.0,3.0,3.0,1.0,3.0,4,0,0,22,15,35,17,27,112.0,22.0,3.0,0.0,6734.0,3,2.0,962.0,62.0,113.0,23.0,11,13.5,pt POR,MF,Monaco,fr Ligue 1,26.0,32,24,1905,21.2,4,0.33,Matches
14589,Adam Marušić,27.0,22.0,2.0,1.0,0.0,1.0,1.0,5.0,6,1,1,26,0,29,41,18,155.0,33.0,239.0,0.0,23925.0,0,3.0,2109.0,14.0,25.0,16.0,3,25.5,me MNE,DF,Lazio,it Serie A,28.0,33,30,2721,30.2,1,0.03,Matches
14590,Omar Mascarell,15.0,12.0,1.0,0.0,1.0,0.0,1.0,1.0,6,0,0,37,0,5,48,26,172.0,42.0,45.0,0.0,19127.0,0,0.0,1504.0,12.0,16.0,10.0,1,24.2,es ESP,MF,Elche,es La Liga,28.0,32,30,2493,27.7,0,0.0,Matches
14591,Andrea Masiello,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,6,0,1,11,3,47.0,7.0,10.0,0.0,5179.0,0,0.0,365.0,0.0,0.0,3.0,0,18.1,it ITA,DF,Genoa,it Serie A,35.0,7,6,515,5.7,0,0.0,Matches
14592,Adam Masina,13.0,9.0,2.0,0.0,0.0,1.0,1.0,1.0,0,0,0,14,0,30,18,13,70.0,29.0,111.0,1.0,7252.0,1,6.0,678.0,9.0,11.0,1.0,0,13.5,ma MAR,DF,Watford,eng Premier League,27.0,15,13,1077,12.0,0,0.08,Matches
14593,Erhan Mašović,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,7,0,0,16,0,0,34,20,104.0,28.0,16.0,0.0,11207.0,0,0.0,872.0,2.0,3.0,0.0,0,13.2,rs SRB,DF,Bochum,de Bundesliga,22.0,20,17,1552,17.2,0,0.0,Matches
14594,Roberto Massimo,22.0,16.0,0.0,3.0,3.0,0.0,0.0,2.0,0,0,0,8,4,17,3,5,44.0,4.0,50.0,0.0,3115.0,0,3.0,414.0,16.0,34.0,10.0,11,18.5,de GER,DFFW,Stuttgart,de Bundesliga,20.0,19,11,877,9.7,2,0.21,Matches
14595,Arthur Masuaku,7.0,6.0,1.0,0.0,0.0,0.0,0.0,2.0,1,0,0,8,0,23,9,23,50.0,16.0,44.0,0.0,4058.0,1,2.0,470.0,10.0,17.0,9.0,1,26.5,cd COD,DFMF,West Ham,eng Premier League,27.0,13,6,650,7.2,1,0.28,Matches
14596,Jaime Mata,16.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0,7,0,0,25,9,10,1,5,21.0,25.0,9.0,0.0,1741.0,0,1.0,293.0,4.0,9.0,6.0,3,15.0,es ESP,FW,Getafe,es La Liga,32.0,22,4,672,7.5,1,0.13,Matches
14597,Juan Mata,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2,2,6,1,4,22.0,0.0,4.0,0.0,2589.0,0,2.0,242.0,3.0,6.0,2.0,1,16.2,es ESP,MF,Manchester Utd,eng Premier League,33.0,7,2,235,2.6,0,0.0,Matches
14598,Pape Matar Sarr,62.0,50.0,1.0,2.0,5.0,2.0,2.0,9.0,7,0,0,32,1,4,29,26,171.0,29.0,31.0,0.0,14714.0,3,0.0,1291.0,30.0,55.0,25.0,8,29.2,sn SEN,MF,Metz,fr Ligue 1,18.0,33,22,2129,23.7,1,0.17,Matches
14599,Eliot Matazo,11.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,1,0,0,16,0,1,13,7,45.0,8.0,7.0,0.0,5732.0,0,0.0,480.0,9.0,17.0,5.0,1,28.0,be BEL,MF,Monaco,fr Ligue 1,19.0,18,8,790,8.8,0,0.0,Matches
14600,Aleš Matějů,15.0,14.0,0.0,1.0,0.0,0.0,0.0,2.0,3,0,0,13,1,21,9,12,33.0,11.0,40.0,0.0,3561.0,1,5.0,362.0,5.0,5.0,4.0,2,11.2,cz CZE,DF,Venezia,it Serie A,25.0,9,9,727,8.1,0,0.12,Matches
14601,Jean-Philippe Mateta,20.0,14.0,0.0,0.0,4.0,0.0,2.0,2.0,2,0,0,16,13,6,4,4,30.0,39.0,11.0,0.0,1749.0,1,1.0,382.0,10.0,17.0,23.0,18,11.2,fr FRA,FW,Crystal Palace,eng Premier League,24.0,22,13,1145,12.7,5,0.47,Matches
14602,Nemanja Matić,30.0,28.0,0.0,1.0,0.0,0.0,1.0,6.0,3,0,0,26,0,6,31,18,124.0,28.0,37.0,0.0,15189.0,4,2.0,1211.0,17.0,22.0,21.0,1,23.5,rs SRB,MF,Manchester Utd,eng Premier League,32.0,23,16,1382,15.4,0,0.26,Matches
14603,Joël Matip,43.0,33.0,0.0,0.0,8.0,1.0,1.0,9.0,2,0,0,13,0,1,44,34,185.0,108.0,61.0,0.0,39370.0,3,0.0,2647.0,9.0,10.0,7.0,7,9.9,cm CMR,DF,Liverpool,eng Premier League,29.0,31,31,2790,31.0,3,0.19,Matches
14604,Chrislain Matsima,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,2,8.0,4.0,2.0,0.0,1347.0,0,0.0,104.0,0.0,0.0,1.0,0,9.4,fr FRA,DF,Monaco,fr Ligue 1,19.0,7,1,134,1.5,0,0.0,Matches
14605,Azor Matusiwa,38.0,33.0,0.0,1.0,1.0,1.0,2.0,4.0,8,1,1,29,0,3,62,32,169.0,27.0,15.0,0.0,18257.0,1,1.0,1471.0,14.0,17.0,9.0,5,23.7,nl NED,MF,Reims,fr Ligue 1,23.0,29,29,2463,27.4,1,0.07,Matches
14606,Neal Maupay,59.0,42.0,0.0,3.0,9.0,5.0,0.0,3.0,7,0,0,33,6,8,2,10,76.0,21.0,67.0,0.0,6208.0,2,2.0,837.0,21.0,41.0,51.0,14,16.8,fr FRA,FW,Brighton,eng Premier League,24.0,32,25,2276,25.3,7,0.36,Matches
14607,Stephy Mavididi,66.0,39.0,2.0,8.0,7.0,8.0,2.0,8.0,4,0,0,23,6,26,8,13,93.0,7.0,13.0,0.0,5450.0,3,5.0,885.0,40.0,96.0,61.0,23,17.1,eng ENG,MFFW,Montpellier,fr Ligue 1,23.0,30,27,2299,25.5,8,0.43,Matches
14608,Konstantinos Mavropanos,32.0,18.0,1.0,1.0,7.0,1.0,4.0,3.0,3,0,0,22,2,7,69,39,214.0,91.0,224.0,0.0,30155.0,0,1.0,2298.0,18.0,33.0,10.0,11,13.8,gr GRE,DF,Stuttgart,de Bundesliga,23.0,31,31,2705,30.1,4,0.13,Matches
14609,Eric Maxim Choupo-Moting,13.0,9.0,0.0,1.0,3.0,0.0,0.0,4.0,0,0,0,7,2,3,5,9,14.0,8.0,2.0,0.0,1337.0,2,0.0,199.0,14.0,19.0,6.0,8,11.8,cm CMR,MFFW,Bayern Munich,de Bundesliga,32.0,20,1,377,4.2,4,1.43,Matches
14610,Luís Maximiano,5.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,2,0,0,0,0,0,1,1,50.0,6.0,466.0,0.0,22171.0,0,0.0,1268.0,2.0,2.0,3.0,0,,pt POR,GK,Granada,es La Liga,22.0,35,35,3136,34.8,0,0.0,Matches
